text,emotion
Only @AlJazeera seems to be reporting on the #racism at the border of #Ukraine and #poland no other major news networks I have seen from @CNN @cnnbrk @FoxNews @CNBC @MSNBC https://t.co/qohVkToQjF,anger
"North Korea has promised to help Russia financially.
Kim comforted Putin and said that yes, China is helping financially.
It will also help North Korea. Today we are a prosperous country. #StandWithUkraine️ https://t.co/zdMGkahubW",optimism
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"""Food is supllied, as well as sweets for children, in order to somehow brighten up military everyday life. Among the refugees there are many old and sick. They are supplied with all the necessary medicines. Russian servicemen do not fight civilians."" #RussianUkrainianWar https://t.co/RnjP0DsTv0",sadness
"#UkraineRussianWar
#StopWar  The Second World War (1939-1945) lasted for about 6 years, which is considered to be the biggest war in history. In this, about 50 million people died. https://t.co/7RcgINm6lo",anger
"The Bubble - Official Trailer (2022) Judd Apatow, Pedro Pascal, Karen Gillan, Fred Armisen https://t.co/IFkb1Rg4Ia

#UkraineRussia #Russia #nato #UkraineUnderAttack #Ukraine",joy
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
"We can’t do no-fly zones over #Ukraine because we don’t care enough about that country to risk World War III over it. The problem, as John Mearsheimer so clearly said in 2015, is the neoliberal Western elite led Ukraine to believe otherwise. They set Ukraine up to be “wrecked”",anger
"THIS MAN MUST LIVE !!!! #Ukraine 
MUST SURVIVE AND WIN !!!! 💙💛 https://t.co/FQKpRZBMXc",joy
"BEST SEO SERVICE 
VISIT NOW: https://t.co/ul8OwugLdV
#INDvsSL #UkraineRussianWar #SEO #DIGITALMARKETING #MARKETING #SMM 
 @Tanla_India @udaydasari @HBAR_foundation @ManceHarmon @leemonbaird @asgardeo @Bybit_Official https://t.co/2HgSwBk6wR",joy
"#Russia is on the verge of capturing between 40,000-100,000 #Ukraine soldiers on the Donbas.

The talking heads bullshit you on Twitter that Ukraine is winning.

A normal non sycophantic government would surrender but ""Hero"" #Zalensky will sacrifice those man to stay in power.",anger
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
"@jheil @McFaul @heil, of course you’re there. Stay safe, brother.
#StandWithUkraine️",optimism
"WATCH: Sky News reporters ambushed and come under heavy fire near Kyiv, Ukraine by Russian troops injuring one.

Full video found on there twitter / website (@SkyNews) #Kyiv #Ukraine #Russian

 https://t.co/lwziehWGKs",anger
"#Ukraine: During night fighting this evening, Ukrainian Forces captured another T-80BV from Russian Forces in the vicinity of #Kharkiv. https://t.co/gjGvWmivzl",anger
"Wow President @ZelenskyyUa speaking to thousands of people in Prague! 

Thank you @bibalukas for this💙💛

#StandWithUkraine️ 🇺🇦
https://t.co/suEaZhDZbk",joy
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
#Ukraine forces blow up bridge at border to #Transnistria https://t.co/IyFqjaGfL9,anger
"#ICYMI #NASW condemns #Putin War in #ukraine. Read statement from NASW President @mittjoy https://t.co/hEl6xXlqDD  Here is a list of organizations providing aid to #ukraine refugees, statements from #socialwork groups https://t.co/c1mciQIQaB https://t.co/mWvJFxejgq",optimism
"The image of a company in the eyes of their customers is crucially important.

If you don't make decisions to protect your brand in the face of rising public anger quickly, then the damage to your identity can be severe.

#marketing #brand #Ukraine 

@CocaCola_GB https://t.co/IwXcZtJKAe",anger
"My heart is broken by the evil a genocidal maniac is raining down on the courageous people of #Ukraine. I stand in solidarity with the people of #Ukraine. For a list of verified organizations on the ground, helping the Ukrainian people go to https://t.co/zdqAU3ACN5 https://t.co/2zG2lZ4AnU",sadness
"#Ukraine: Yesterday, in the vicinity of the tanks on the way to #Kyiv hit by ATGM, the Russian Army lost another BMP-2. https://t.co/RAepIBswPg",anger
"Zelenskyy addresses a massive protest in Georgia. Incredible. ♥️ We must all be doing this. Stop the invasion! ‼️

Support Democracy! 🇺🇸🇪🇺🇺🇦 Retweet &amp; Follow 👆
#Ukraine #UkraineWar  #UkraineRussia #StandWithUkraine  #StopRussia #StopPutin #RussianInvasion #RussiaUkraine https://t.co/TpV9uP0IVM",optimism
"Over one MILLION people have fled #Ukraine in just eight days.

Numbers are rising and humanitarian needs are growing. UNHCR is on the ground with displaced families delivering lifesaving aid and assistance. #WithRefugees

🙏 Your support is vital. Donate now.",optimism
"Meanwhile President Zelensky addressing Czech people who have gathered in Prague to show support for #Ukraine. 

#SlavaUkrayini #StandWithUkraine #StopPutinNow https://t.co/ksnnzuFvhZ",joy
They were not evacuated from #Ukraine . They made their way out of Ukraine on their own and GOI evacuated them from Romania. @ANI kindly note. https://t.co/6nchNz90Ud,sadness
"Day 106
war

#SolanaNFTs #Ukraine https://t.co/BhmbrjbQEu",joy
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"""How to ensure your news about #Ukraine is properly fact-checked""

1) avoid the #bbc 
2) avoid #RussiaToday
3) avoid #CNN 
4) avoid #Ukrainian news reports",anger
"It has now been more than a week since Russia invaded Ukraine. At this stage, early explanations are no longer sufficient and analysts need to ask the big question: Is the Russian Air Force Actually Incapable of Complex Air Operations? https://t.co/aXrwfBI69Y #Ukraine #Russia",anger
"🚨Putin's troops are closing in on ANOTHER nuclear power plant—#Ukraine's #2 largest!—at Yuzhnoukrainsk, in the south. Russian forces are 20 miles away. The threat is ""imminent"" per @USAmbUN

While workers at Zaporizhzhia plant are begging Russians to stop firing on facility, CNN https://t.co/RIO8sN8Doe",anger
"In #StPetersburg, #Russia, the police detained a well-known survivor of the Siege of Leningrad Yelena Osipova at an anti-war #protest: 

https://t.co/QFhPrWKcCo",anger
"@CocaCola Your company should be ashamed of yourself. I've always preferred Coke to Pepsi, but I am willing to live with Pepsi, knowing that I don't support a company that supports war criminals.
Shame on you. #UkraineRussianWar #UkraineWar #UkraineUnderAttack",anger
"Visuals purportedly from #Ukraine are already circulating online an hour after Putin's announcement, but not all of them are relevant so please try to verify before you share. 

This one, viewed nearly 200,000 times on Twitter alone, shows an air show in 2020 https://t.co/BNQc7ddEY2",joy
"#BidenHarris2020 #Dems4USA #UniteBlue #Biden #BidenHarris #couragetoact #oprussia #opkremlin #UkraineRussiaWar #HeyPutin #botcottCocacola
Boycott?
#botcottpepsi #boycottburgerking #botcottMcdonalds
Americans are faking it. They don't care about Ukraine. They need their junk food.",anger
"Just transferred some money to someone in Kharkiv risking his life for going to get supplies for people sheltered in bunkers. I also booked my #airbnb 'stay in #Kharkiv' - I hope that helps the host get some food/water etc. 

I am not sharing this to show…https://t.co/WNlKsME1aw",optimism
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
@SenatorLujan Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths.  #SafeAirliftUkraine #StopPutin,anger
"@StevieWonder SHARE Full Detailed Copy: https://t.co/LqHBZ5ljCv 

#UKRANIAN SILVER CLIP ACT: 
#Ukraine you asked for #Ammo but I got you #SILVERBULLETS instead (See Below)..By Russia launching a potentially catastrophic Assault on Nuclear Facilities! Attempting and in cases succeeding in sei..",anger
Want to see 5 British journalists getting shot at by Russians in #Ukraine ?   Scary. https://t.co/gxBJALQXeB,anger
"The mass canceling of #Russia, due to their rescue of #Donbass, speaks to the lack of imagination, as a result of fear based on ignorance.

These companies have lost the abiltity to empathize with their customers and will die as a necessary result.

#Ukraine #ncsen",anger
"This is like a jailed mass murderer saying he wants normalization of his relations with outside and there’s no reason to keep him in jail despite him committing murders.

#StopPutin #StopRussia #Russia #RussiaUkraineWar #StandWithUkraine #Ukraine https://t.co/VqA2isKwqi",anger
Keep sharing legit #Ukraine reporting!! Russia is losing their propaganda war due to our help to spread the truth https://t.co/9FEVrCosbw,anger
This is Prague. 80K strong protest.#SupportUkraine in action by ordinary people. #Ukraine expects a different kind of #StandWithUkraine from world leaders though https://t.co/2bas2Yow5s,optimism
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
"#Ukraine: During night fighting this evening, Ukrainian Forces captured another T-80BV from Russian Forces in the vicinity of #Kharkiv. https://t.co/gjGvWmivzl",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
"The @UN_HRC Human Rights Council has decided to urgently establish an independent international commission of inquiry as a result of #Russia's aggression against #Ukraine.

The atrocities committed in #Ukraine will not stay unpunished.

#StandWithUkraine",anger
"🇺🇦🇨🇦 In support of nurses and health care workers on the ground in Ukraine, @CFNU is proud to donate to the International Council of Nurses Humanitarian Fund and Doctors Without Borders as they continue to provide care through this crisis. #ukraine 

https://t.co/cgV6iakJ3a",sadness
"Suddenly, the Europeans abandoned their urbanization and humanity, which they had always enriched, and followed the gang and bandits' approach to Russia.

#RussianUkrainianWar",anger
It's out: a *big* new @CrisisGroup collection of pieces looking at global reactions to the #Ukraine war. [1/7] https://t.co/vMFfM7B8OK,optimism
English-language media’s racist double standards are on full display. #Ukraine #Russia #NATO https://t.co/2RFxLEqAbI,anger
"This anti-#Russia hysteria is only hurting civilians and of course the #FBR shit-lib ""resisters"" are cheering it on. 

https://t.co/WhT1oWn2B3

Stop believing the #Propaganda and start consuming factual sources of information as listed in my Google Document via bio.",anger
@natsechobbyist Amazing. #StandWithUkraine️ #DefeatPutin https://t.co/fyQI0dISEo,joy
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"US/NATO Provoked Ukraine War Say Most Experts On Russia 

Must see! We are being deceived again

#Ukraine 
https://t.co/kbyb5DrC8A via @jimmy_dore",anger
We need to do more. People are being slaughtered. Children orphaned. The U.K. and USA have invaded countries for less. Help them! #Ukraine,anger
@cnni It IS already full-fledged war in Europe. It would be better to act now and stop this fck-head #putin before he will move forward. Enough of this bullshit. You (Allies) had also flew over Polish skies when Nazis was here with leaflets for peace. We all know how well did that end,anger
"Thread🧵Putin will probably not go #nuclear, but that ultimately depends on factors out of our control, including Putin himself. Given the catastrophic consequences of atomic weapons, that should be deeply concerning. 1/

#UkraineRussianWar 

https://t.co/C4picj1Swf  @DefenseOne",anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"@Left_EU We have sold our souls by not intervening in Ukraine to physically stop Russia. Putin is using that to buy time.  End it now. Send in the military 
@UN @NATO
#NoFlyZoneOverUkraine
#PutinWarCriminal
#UkraineRussianWar
#UkraineUnderAttack",anger
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
"WOW...Things are heating up 🔥 🔥 🔥 
#RussianUkrainianWar 
#Ukriane 
#Shocking https://t.co/eRLgJ7MWYn",anger
"A picture paints a thousand words
#UkraineWar 
#Zelensky 
#StopPutinNOW https://t.co/wdYEN9eZI8",anger
"US is responsible for starting Wars all over the world, they starts the wars unprovoked because they want to control every country in the world, they will never win against Russia. We stand with Russia. #UkraineRussianWar https://t.co/XiGTSqjZ90",anger
"“Putin thinks he’s on top of everything, and he decides everything, and others just carry out his orders. He doesn’t allow people to provide any negative feedback, because then they’d be ousted.” @anders_aslund: https://t.co/RvHpDi35OX #RussianUkrainianWar #PutinWarCrimes https://t.co/PK7VuNcGzD",anger
"We need to own our responsibility for the modern #Russia - we’ve had decades of appeasing, compromised political classes in the West who sought power and personal wealth, not to lead.

We made fertile ground for these regimes to grow and bullied proxies about instead.",anger
"Friends from all over the world, we see you and your support. You are awesome! Keep on helping! #WeAreAllUkrainians #StandTogether #United #Support #StayWithUkraine #StopTheWar #Ukraine https://t.co/HKi1cBhBpr",optimism
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
"Finnish President @niinisto:
Finland and USA will begin a serious process to deepen their security and defense co-operation.
Biden confirmed that #NATO open doors policy is still active.",optimism
"Right now Muslim ummah is waiting for enough power to invade non muslim country &amp; after 40-50 year whenever have power then we will do offensive jihad and follow sharia law like !oot property,r@ping k@fir girls

PART 2
#AK61 #istandwithrussia #IStandWithUkraine #UkraineRussiaWar https://t.co/8FY2r9yTu0",anger
"1/2. #Putin's mental state? “If you look at the [2008] Georgia war, [Russian forces] cd have taken Tbilisi. They didn’t. They left [Georgian President Mikheil] Saakashvili in power. In 2014, they cd have moved beyond Donbass. They didn’t. So this is ... a different playbook.”",anger
".@Biden and team have been doing great on #Ukraine. But now is the time to do more. Now! Every second counts for those brave Ukrainians fighting for freedom against Putin, not only for Ukraine but the entire free world. I have some recs for weekend homework for USG officials. 1/",optimism
Supermarkets removing #Russian food and drinks having refused to remove Apartheid State products on the grounds that this would be “political” are disgusting hypocrites.,anger
"Just mentioning, McDonald's, Coca-Cola, and Pepsi are still happily doing business in #Russia. Perhaps a good idea to #BoycottRussia before customers decide to #BoycottCocaCola #BoycottMcDonalds #BoycottPepsi",anger
"Order here 👉 https://t.co/qO2RYLYACo

100% of proceeds earned from the sale of these T-Shirts will be distributed directly to charity organizations in Ukraine. We will update here on social media where and who your donation has helped. THANK YOU 💙💛 🇺🇦 

#ukraine #ukrainestrong https://t.co/lo4q4pUqvz",joy
"Please can #GRT people and human rights activists consider signing, it's to help plight of Roma and other minorities in #Ukraine 👇https://t.co/KIflYRPzzh",optimism
"Alexander’s tearful farewell with family #Kyiv railway station. They’re going to relative safety in Lviv, he’s staying to fight. Wouldn’t let go of a toy ambulance his 8 year old son gave him as he put them on the train. #ukraine more later on ⁦@BBCNews⁩ ⁦@BBCWorld⁩ https://t.co/LQuwgoHIbR",sadness
"Kudos @DMKNRIWing 👏🏾Great job by the team &amp; my bros @pudugaiabdulla @DrSenthil_MDRD @puhazh_gandhi👏🏾 EVERY single act ,even a simple call, of compassion is huge for the student's morale. Lets continue to help our folks in #Ukraine &amp; help our CMs efforts in supporting our students https://t.co/WkuL0tWkHa https://t.co/iauhFhjN08",joy
"#Russia troops have begun moving towards the #Yuzhnoukrainsk nuclear facility &amp; are less than 31 km away 

It has 3 water reactors &amp; is the 2nd largest in #Ukraine",joy
"#RussianUkrainianWar
Say no to war,
War cannot bring lasting peace. https://t.co/SBPQvou3qu",anger
"What a totally disastrous moral, and therefore commercial, decision. #CocaCola is about to find out what a global boycott feels like. #StandWithUkraine️ https://t.co/tBO4qPpnZl",anger
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",sadness
"U.S. President Joe Biden meets with #Finnish President Sauli Niinisto at the White House

#Finland's possible accession to #NATO is likely to be the main topic of discussion https://t.co/cKTMQcPssX",joy
"⚡️Kering announced the closure of boutiques of its brands in #Russia

The company owns luxury brands such as Gucci, Balenciaga, Bottega Veneta, Saint Laurent, Alexander McQueen, Brioni and Pomellato.",sadness
"If you are critical of Russia’s intervention in #ukraine, then do you also criticise #NATO 's bombing of Yugoslavia in 1999? NATO killed 500-2000 civilians, depending on who estimated it. #hypocrisy",anger
"Visited people in shelter in one of Kyiv’s subway stations. 
#StandTogether 🤝💪

#Ukraine #Kyiv #united #StopThisWar 
@Vitaliy_Klychko https://t.co/CwGKkJFROH",optimism
"Is #NATO, the root cause of all the PROBLEMS or #UkraineRussianWar #UkraineRussiaWar ?

#Ukriane #Zelenskyy",anger
"💪 With the help of our community we've just made our first donation to support Ukraine's right to exist as a Free Nation. 
🙏 Peace to #Ukraine with God's Speed.

BTC Hash👇
https://t.co/HWnxGjZrVA

#StandWithUkraine️ #Rambo #Zelenskyy https://t.co/Uoed8P0ba9",optimism
"#Ukraine: Yesterday, in the vicinity of the tanks on the way to #Kyiv hit by ATGM, the Russian Army lost another BMP-2. https://t.co/RAepIBswPg",anger
"#Israel knows a lot about trolling

#Russian aircraft are signaled with the #Ukrainian flag. https://t.co/SG1KAQjeSq",anger
"#UkraineUnderAttaсk #ukrainekrieg
beat the russians they are not invincible
https://t.co/XUGU3uxFf2",anger
"Am scared My Doudaughter's Head is Going to explode😥: EXTRAORDINARY STORY | truly | Afrimax English
 WATCH FULL VIDEO HERE https://t.co/I5pRYxCnFz
#PicOfTheDay #Ukraine #USA #Russia #IRAQ #SYRIA #Afghanistan #afghanistanwomen #Afghanistan",sadness
Shoo what exactly must we believe about #UkraineRussianWar? https://t.co/oZYbJvMZbc,anger
"The @SkyNewsBreak⁩ 
ambush in #Ukraine  https://t.co/GwCOLPTsU9",joy
"#Ukraine: Yesterday, in the vicinity of the tanks on the way to #Kyiv hit by ATGM, the Russian Army lost another BMP-2. https://t.co/RAepIBswPg",anger
"🧵Many in #Ukraine are calling for a no fly zone. Previously, I've viewed this as risking nuclear war. Now, I think it would make sense to use NATO troops to secure the Western half of Ukraine and establish a no-fly zone there.",anger
Kim Jong Un looking at US and NATO if they want to mess with Russia #UkraineRussianWar https://t.co/FwWMjvwXES,anger
"In Mexico any government can guarantee the integrity of the journalists. #JuanCarlosMuñiz from #TestigoMinero was assassinated in the city of #Fresnillo in the state of #Zacatecas. Seven #Mexicanjournalists have been executed in 63 days. 

#Mexico is as deadliest as #Ukraine https://t.co/nt7jiTgdEj",anger
"#TankMetaverse receives hundreds of appeals from #Ukraine 🇺🇦

We’re participating various fundraising campaign to support Ukrainians. You can support us at least reposting!

Stay with us! 
Full ann &amp; requisites 👉🏻 https://t.co/hcWDHZt2wZ

#nowar #SupportUkraine #HelpUkraine https://t.co/T41sfdkAxJ",optimism
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
#ukraine take a page out of the Russian Afghanistan War playbook.,anger
Crypto prices jump as the Russia-Ukraine war escalates #BTC #RussianUkrainianWar #cryptocurrency https://t.co/Fg53w4Mepx,anger
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",joy
"Looks like a shift change for the NATO E-3s, and a U.S. Global Hawk who's very busy pacing up and down Poland's eastern border #Ukraine https://t.co/tutKrourb4",anger
"A sign that reads “Putin, the Hague is waiting for you” is displayed on a Vilnius City municipality building in Vilnius. 

Photograph: Paulius Peleckis/Getty Images 

#StopPutinNOW https://t.co/lN6VJi1LVr",joy
"@AP “Videos and photos of Zelenskyy in Kyiv have quickly become some of the defining images of the invasion, rallying support for Ukraine at home and abroad and challenging Russia’s attempt to control public perception.” #StandWithUkraine️",optimism
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
This is Prague. 80K strong protest.#SupportUkraine in action by ordinary people. #Ukraine expects a different kind of #StandWithUkraine from world leaders though https://t.co/2bas2Yow5s,optimism
"📸 @westfalenblatt

Farmers in Germany line up 86 tractors for a 120m wide peace sign 

#ukraine #ukrainewar #peace #russia #farmersunite https://t.co/skYRajphuY",optimism
"The continued attack by Putin on #Ukraine demands our attention. We must support Ukraine and the refugees escaping this violence. Today, I was honored to join Consul General Oleksii Holubov &amp; my colleagues to affirm that New York stands with Ukraine. #StandWithUkraine️ 🇺🇦 https://t.co/sBCLIKQnoO",optimism
@MedvedevRussiaE @RussianFP #putin is a killer and #WarCriminal   #russiansoldiers are dying for a madman. Russian people need to fight for #FreedomofExpression #protest #stalinputin #SaveUkraine overthrow #Dictator Putin #Kill Putin,anger
"⚡️S&amp;P downgraded #Russia's sovereign credit rating to ""ССС-""

Usually, this rating signals that a company or government is very vulnerable to adverse economic conditions and may default on its debts in the near future.",sadness
Porsche has donated one million euros to provide emergency assistance to people affected by the humanitarian crisis in #Ukraine.,sadness
"@tass_agency Whatever the #Putin regime says is correct. Citizens in #Russia who say otherwise will be arrested/imprisoned and foreign states who dispute Putin's narrative risk being nuked if they persist.
The voice of the beloved leader must be adhered to. https://t.co/N5NRN6e6Pz",anger
"You can listen for updates on the Russia-Ukraine war on BBC World Service live online 📱 https://t.co/ZpQiRUoNHP 
  
And the map shows our shortwave radio reach in #Ukraine  
📻 15735 kHz 16:00 – 18:00 GMT +2
📻 5875 kHz 22:00 – 00:00 GMT +2 https://t.co/q1wa2o3j4g",joy
"Wishing for peace in #Ukraine , we held a #carillon concert of the Ukrainian national anthem in Itami, Japan. The carillon tower is lit up in the color of the Ukrainian flag.

#StandWithUkraine
#PrayForUkraine
#Itami
#hyogo
#PeaceCarillon
@UKRinJPN https://t.co/zmTc1IgvL5",joy
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,optimism
[Graphic] This is what the city of Gostomel looks like right now. Dead bodies everywhere. #ukraine #UkraineRussianWar #russia https://t.co/ehgpxrwl9i,sadness
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
Bunker broadcast @bbcnews with ⁦@CliveMyrieBBC⁩ ⁦and big thanks to ⁦@DeeMcIlveen⁩ Robbie Wright ⁦@OpsBbc⁩ James White &amp; Ian Jonas ⁦@katepeters⁩ #Kyiv #Ukraine https://t.co/TmfIqSA3dw,joy
"2) Hear me out: This doesn't mean nuclear war. It would show that the West is serious about defending #Ukraine. More importantly, it would serve a humanitarian purpose, guaranteeing continued Ukrainian statehood &amp; ensuring that 40 million people don't become stateless overnight.",optimism
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
"How many Iraq war supporters were ever kicked out of TV studios, like a young guy in Australia was, for saying he supports Russia's invasion?

George ""W"" Bush referrred to Australia's government as his ""sheriff"" during his ""war on terror"". I'll guess ZERO

#UkraineRussiaWar https://t.co/dpgbuyjGXF",anger
"⚡️ Bellingcat investigator Christo Grozev says that #Russia has resources left for the war until Sunday, after which they will collapse.

Also next week, Russia is facing sanctions, the scale of which “we have not seen before”, and they will also affect Putin",anger
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
"#NEW 
Major international news orgs:--ABC, BBC and CNN--have been forced to curtail reporting from Russia due to Putin's new restrictions on reporting about the war in #Ukraine. ""Fake news"" is now punishable by 15yrs in prison. Journalists could serve time just for saying ""war.""",anger
"Don’t like what Russia is doing to #Ukraine? Wait till you see what #Iran will do to the world if this deal goes forward. Nuclear AND terrorism sanctions to be lifted. $billions to Iran will fuel war, not stop it. Sound the alarm now if you’re concerned. Time is running out.",anger
Let Russians know what happens in #Ukraine🇺🇦. Send them text message via https://t.co/L4hhAZ77xj Tear down the wall of Russian propaganda and censorship! Let them know the truth. Let them know the power of the free world! https://t.co/NjR750AI6O,anger
"@PortyBooks giving all profits tomorrow to @decappeal to support the people of #Ukraine 📚🇺🇦👏

Donate here:
https://t.co/OWu05bvh4K

#Edinbrugh #Portobello #LoveNotWar #StandWithUkraine️ #UkraineAppeal #UKAidMatch @edinburghpaper @porty_edinburgh @BBCScotlandNews @BBCr4today https://t.co/gpzuUfWCj4",joy
"We would like to thank Commissionerate of Rehabilitation &amp; Welfare of Non Resident Tamils and NRTIA Poland for their continuous support. Also, huge thanks to the parents who assisted with information, inspite of extraordinary circumstances (4/4) #Ukraine",optimism
"@anders_aslund, international expert of the national economics of Ukraine, Russia and post-Soviet countries, has done the speech to support Ukraine.

#StandWithUkraine️ https://t.co/WsfiXbIiK1",optimism
"⚡️U.S. Democratic and Republican senators received an invitation to attend a Zoom meeting with #Ukrainian President Volodymyr Zelenskyy

 The meeting is scheduled for March 5 at 16:30 #Kyiv time",joy
"Our @AFP team saw massive destruction in #Chernihiv today, a day after #Russian bombing killed at least 47 people, according to regional authorities | #Ukraine https://t.co/Fl8mYOzLae",sadness
"🧵Many in #Ukraine are calling for a no fly zone. Previously, I've viewed this as risking nuclear war. Now, I think it would make sense to use NATO troops to secure the Western half of Ukraine and establish a no-fly zone there.",anger
"""As of right now, America is buying Russian oil &amp; gas.""
 
It's ""ludicrous"" that sanctions on #Russia have failed to target Russia's principal export, namely oil &amp; natural gas, says Kash Patel. We discuss the #RussianUkrainianWar &amp; the #SOTU.
 
🔴WATCH👉 https://t.co/PD3iCe80SF https://t.co/UImCwIlNTf",anger
"One of the most chilling pieces of tape you’ll ever see from a foreign correspondent team. “We can’t believe we’re alive.”

#Ukraine https://t.co/9su9Mf2j7u",sadness
@natsechobbyist Amazing. #StandWithUkraine️ #DefeatPutin https://t.co/fyQI0dISEo,joy
"#Russia troops have begun moving towards the #Yuzhnoukrainsk nuclear facility &amp; are less than 31 km away 

It has 3 water reactors &amp; is the 2nd largest in #Ukraine",joy
"Order here 👉 https://t.co/qO2RYLYACo

100% of proceeds earned from the sale of these T-Shirts will be distributed directly to charity organizations in Ukraine. We will update here on social media where and who your donation has helped. THANK YOU 💙💛 🇺🇦 

#ukraine #ukrainestrong https://t.co/lo4q4pUqvz",joy
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,anger
"#Russia troops have begun moving towards the #Yuzhnoukrainsk nuclear facility &amp; are less than 31 km away 

It has 3 water reactors &amp; is the 2nd largest in #Ukraine",joy
"There will be a steady increase of internal restrictions in #Russia over the next few days

In less than a week Russians will be living under Stalin era rules",sadness
"❗️The head of Aeroflot, Mikhail Poluboyarinov, has left his post and probably #Russia as well

Earlier, the head of Pobeda Airlines, Andrei Kalmykov, also left his post. On March 4, he published a farewell letter to the employees. https://t.co/RUIyKqGIrU",sadness
"#Russia troops have begun moving towards the #Yuzhnoukrainsk nuclear facility &amp; are less than 31 km away 

It has 3 water reactors &amp; is the 2nd largest in #Ukraine",joy
"#putin knows most of the West is atheist and not ready to meet God therefore he can play the game of the red button with you as long as he lives. Once he meets people who are ready to die because of principle, the coward  will go back to his cave. #NoFlyZoneOverUkraine",anger
"@maziehirono Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",anger
"@apolyakova Russian forces fired cluster munitions into at least 3 residential areas in Kharkiv, Ukraine. 

Using cluster munitions in populated areas shows a callous disregard for people's lives. Indiscriminate attacks may amount to war crimes.

#StandWithUkraine 
https://t.co/vEAhQBKuIZ",anger
"Ammunition shortage continues to plague industry, impacting ...#WAR › retail 
Aug 1, 2021 — Gun sales climbed during the #COVID-19 pandemic, creating an ammunition shortage in the United States as manufacturers still struggle 
https://t.co/9pDwTfolFz",sadness
@MallamNaini @nytimes So it's ok then for #putin to slaughter innocent babies children families in #Ukraine with impunity how sick is that https://t.co/ftRKNKDdjL,anger
